# OpenSignals Text File Format. Version 1
# {"20:18:06:13:21:78": {"position": 0, "device": "bitalino_rev", "device name": "20:18:06:13:21:78", "device connection": "BTH20:18:06:13:21:78", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10, 10, 10, 10], "firmware version": 1281, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2023-5-29", "time": "18:59:28.453", "channels": [1, 2, 3, 4], "sensor": ["RAW", "RAW", "EMGBITREV", "EMGBITREV"], "label": ["A1", "A2", "A3", "A4"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1", "A2", "A3", "A4"], "special": [{}, {}, {}, {}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	503	508	79	0					
1	0	0	0	0	500	507	80	0					
2	0	0	0	0	500	508	79	0					
3	0	0	0	0	504	508	80	0					
4	0	0	0	0	507	506	81	0					
5	0	0	0	0	510	507	81	0					
6	0	0	0	0	510	508	82	0					
7	0	0	0	0	518	510	80	0					
8	0	0	0	0	518	508	81	0					
9	0	0	0	0	517	508	81	0					
10	0	0	0	0	515	510	80	0					
11	0	0	0	0	518	512	79	0					
12	0	0	0	0	518	509	80	0					
13	0	0	0	0	516	509	80	0					
14	0	0	0	0	513	508	80	0					
15	0	0	0	0	513	507	81	0					
0	0	0	0	0	510	506	83	0					
1	0	0	0	0	509	506	81	0					
2	0	0	0	0	508	508	80	0					
3	0	0	0	0	506	508	79	0					
4	0	0	0	0	505	505	81	0					
5	0	0	0	0	502	505	82	0					
6	0	0	0	0	502	506	82	0					
7	0	0	0	0	503	507	81	0					
8	0	0	0	0	504	509	80	0					
9	0	0	0	0	506	507	79	0					
10	0	0	0	0	512	509	82	0					
11	0	0	0	0	516	508	81	0					
12	0	0	0	0	516	507	82	0					
13	0	0	0	0	518	510	83	0					
14	0	0	0	0	516	513	83	0					
15	0	0	0	0	518	512	80	0					
0	0	0	0	0	516	508	82	0					
1	0	0	0	0	518	508	83	0					
2	0	0	0	0	515	508	83	0					
3	0	0	0	0	511	508	83	0					
4	0	0	0	0	511	507	83	0					
5	0	0	0	0	511	509	82	0					
6	0	0	0	0	508	507	82	0					
7	0	0	0	0	508	507	82	0					
8	0	0	0	0	505	506	82	0					
9	0	0	0	0	504	505	81	0					
10	0	0	0	0	502	504	82	0					
11	0	0	0	0	503	507	81	0					
