mean_fmg_Extensor,rms_fmg_Extensor,std_fmg_Extensor,median_fmg_Extensor,wl_fmg_Extensor,ssc_fmg_Extensor,rms_Extensor,mav_Extensor,sd_Extensor,iqr_Extensor,wl_Extensor,ssc_Extensor,iemg_Extensor,kurt_Extensor,log_Extensor,mnf_Extensor,pkf_Extensor,mnpsd_Extensor,mean_fmg_Flexor,rms_fmg_Flexor,std_fmg_Flexor,median_fmg_Flexor,wl_fmg_Flexor,ssc_fmg_Flexor,rms_Flexor,mav_Flexor,sd_Flexor,iqr_Flexor,wl_Flexor,ssc_Flexor,iemg_Flexor,kurt_Flexor,log_Flexor,mnf_Flexor,pkf_Flexor,mnpsd_Flexor,labels
129.738145195132,158.897270037953,91.7599554367108,113,2117,476,53.1439528969448,37.2735329736781,53.1551037019406,50.9944956728024,70422.6997951144,820,88822.8290762749,4.32349311203528,3.37679194076952,0.781471255071801,93.75,6.66685590644343,224.122549019608,280.523888395952,168.743493704107,253.5,2414,407,11.4500162645271,6.77602292159203,11.4523503363249,6.83807351263179,14101.9547883419,866,16587.7041120573,14.8182025542963,1.48032421732418,0.826146976687952,90.8203125,0.287036838747403,ok
292.491084017583,374.043117006288,233.156016172719,323,7598,1765,6.08311939037652,4.61855161202618,6.08337166918685,7.15278221321618,34564.5749228843,3314,55685.8767861996,4.30922565455789,1.59183538136586,0.59607947909476,50.048828125,0.0722863907050035,212.770541245517,304.362375694675,217.644236545057,142,7996,1608,4.18554373022719,2.5452987190068,4.18571429984352,2.77242285151103,22139.2974346768,3299,31225.7246847755,14.8435363488152,1.10350497152386,0.7314062373952,50.048828125,0.0301782434668839,ok
3.17376133984648,16.3961767708398,16.0916919954182,0,300,7,89.609984885215,70.3675851301463,89.641165109828,117.994737045819,108954.782458983,706,100836.7494915,3.31291211625506,5.21818167792534,1.12039282713771,123.046875,16.9452771687747,113.134262655906,126.204221413421,55.9503426647064,134,1126,299,14.6059141808959,10.8938496245811,14.6112740739556,16.9717575281065,10493.764731533,499,14848.317038304,4.72965488191005,2.2814183973299,0.637920127793222,66.40625,0.445269308012118,open
451.918683446273,473.917925792243,142.750016582468,536,1744,316,6.23691435513676,4.62172201630531,6.23842243365066,7.02903369738602,6660.19840410125,661,9548.47768568676,4.88422844625651,1.55039386325202,0.664049405704171,50.78125,0.0873428531117596,320.739450441609,360.231328331779,164.03053681988,394,2628,464,8.37849668138408,5.22631972749537,8.38055259489247,6.25490465455762,7658.45417434582,636,10651.2396046356,12.0044654751415,1.52424884571716,0.670349391656503,44.921875,0.150079835385826,ok
415.428660826033,441.445406515536,149.355395093098,485,2258,380,11.6794529901002,8.82789770316263,11.6831087147977,13.647611235383,10027.5987770237,555,14106.9805296539,4.27568718428846,2.09691671586429,0.668728586919523,50.78125,0.319878433535507,131.938836104513,148.544152365215,68.2662150272926,150,1038,226,12.0741914863383,7.67583331532687,12.0777780394597,9.82830362434039,10109.8081302061,553,12926.1033030105,11.5764790344479,1.75908033306348,0.73464849191981,95.703125,0.32615050947317,point
287.570893776322,296.324700337229,71.5101532483303,317,1828,361,18.8011672776626,14.3842983190836,18.8055670155073,23.1092639370916,16694.3304451176,564,30739.2455078817,3.92086063945277,2.60066740078471,0.490780730486589,58.59375,0.720341210073956,273.561334641806,285.962795331899,83.3206033472817,287,2195,530,10.4282492321436,6.68670606956382,10.4308084703818,8.91262957245917,9834.5423596941,664,13627.5069697711,11.4366734999038,1.75456955541229,0.701571218682951,76.171875,0.232334414148317,point
379.609160305343,395.552634958865,111.191237626854,397,2367,434,80.0321976283116,57.2323468248991,80.0473877496177,81.3248853834171,151191.655443208,1207,149948.748681236,4.58644093514016,4.33645259577121,1.01031897971023,125,12.4910036989227,47.513325608343,72.1637445362453,54.3252227443524,0,1884,413,9.18686985205404,6.58907369605928,9.18864087245393,9.54615940934587,14970.3341132957,918,17059.1117990975,4.9807317608901,1.72149294690967,0.859679231163142,65.4296875,0.189506880301031,open
273.542217700916,281.772131481005,67.6203742273867,259,1765,372,13.6929114901015,10.0506201657306,13.6963890728529,15.7743081046978,10923.1610159261,522,19759.5192458263,7.48921302650357,2.19500119822104,0.500802922634854,50.78125,0.391895886375799,247.306587419515,282.960523309104,137.533553384022,285,2128,366,10.4085476498226,6.57628240399114,10.4111258502772,7.84908965025305,9196.28893025583,630,13277.5141736581,10.521755972359,1.66753143514645,0.680101149979604,58.59375,0.209809258612343,point
55.0693597560976,83.9640284840377,63.4065297540838,25,1914,229,69.3493394492638,51.0485721759043,69.3757809711483,73.6882095465134,66325.9880502256,581,66975.7266947864,4.37874997821687,4.36738094785951,0.997556913249747,107.421875,11.6641040974042,78.3967766692249,119.015619037281,89.5813692127568,0,678,92,10.2070597668478,7.52628350650341,10.2109787375992,10.9553321621767,8805.60295341505,536,9806.74740897395,4.29149584439192,1.90563323023095,0.88978830582955,89.84375,0.245325360991663,open
192.806901128069,205.513631390861,71.1667925092966,211,1450,245,23.3592458270103,17.5331936586324,23.3669917583912,26.0380910411959,19352.5200860273,511,26422.522843559,3.77441654420918,2.75317455578057,0.728608748046675,82.03125,1.1771579973463,142.570787956438,177.455127368414,105.693183281909,208,1368,233,17.0300279489342,11.9228219372242,17.0354853885269,15.9567621609347,14569.864669805,516,18611.525044007,5.44153419430883,2.23312929268805,0.770054139341011,70.3125,0.651022048827472,close
304.971482889734,313.250822739172,71.560509093415,332,1496,414,31.0309830289479,23.4988574272121,31.0383563652057,37.297681922529,38144.6796979066,809,49441.5960268542,4.90025513033215,3.21243086816462,0.756288226958477,50.78125,2.08694117974603,199.106046065259,211.97102955461,72.7395262345149,204,2116,550,4.4542667154986,3.34613954490508,4.45533501336592,5.24049024859859,6161.2196090598,773,6973.35481158218,5.07086490363485,1.38065273915362,0.897936156318259,50.78125,0.0426980668955713,ok
473.050201961916,489.994660639562,127.779871322753,508,2351,375,16.7450490957462,12.9522622954141,16.7498817166974,21.063036336628,15793.2743431543,590,22446.2705579527,3.70156967099091,2.51334057266437,0.672472316666093,74.21875,0.587168685229036,34.7467811158798,50.9406189449218,37.2620336769595,15,810,191,3.37080214919918,2.51838368665051,3.3718359545323,3.79670650694186,3040.38245460833,496,4107.48379292698,4.65827603222341,1.20715096218023,0.759544564299822,50.78125,0.0240586107492509,pinch
371.421252371917,406.218177170385,164.549649015392,463,2006,350,15.8260509918389,11.9611634349072,15.8310289430872,18.7611814573554,15148.3635118977,579,18910.5993905883,4.32161249917254,2.3788585155185,0.799255973433724,87.890625,0.576921866934883,15.0634218289086,22.1500647568255,16.2454091323224,9.5,1436,288,13.8130133396547,9.40972721733528,13.8181094150089,12.573112192268,10729.4382083557,530,12759.5901067066,8.11930793261608,2.01131720354763,0.779753202193807,72.265625,0.500552039016185,ok
476.257252326218,482.887730721815,79.7688716659586,518,1444,341,26.9221261693158,20.6009811091704,26.9294953484228,31.9483610838923,25555.2216050354,616,37637.9924864543,3.75432620608875,3.04858150453155,0.657882922850998,78.125,1.53371025947889,97.9806763285024,114.008032412822,58.3047445360817,108,2222,512,5.78780423076226,4.36472092789484,5.78935663008554,6.64775113038288,5986.58200412946,611,8131.47508866808,4.257008828493,1.53233559632852,0.705768608761669,48.828125,0.0680250484863393,pinch
399.296052631579,422.459109456382,138.006349548951,459,1969,298,47.3561316826485,34.9511531601608,47.3702978379026,53.3281758555292,50645.3054683329,659,58438.3280837889,4.03879735743227,3.5848053595656,0.863936812355277,113.28125,5.3691962567594,29.5437158469945,73.8218021315204,67.6707447117891,0,1748,222,28.6971076775063,19.8599822551796,28.7049515736513,27.2814420975722,24791.3111659616,575,36343.7675269786,5.35359356374675,2.61516473532437,0.626983894538798,46.875,1.76644650052788,pinch
392.490959666203,409.12991170851,115.517607974656,424,1628,427,6.27537435929841,4.37501145597554,6.27682790695927,6.22671273543258,5829.18004576319,571,9436.89971053923,9.02738620963256,1.50619554439015,0.643785644327274,50.78125,0.0849644118305906,258.111476758536,289.823589941732,131.845855236814,283,1976,469,3.08581952189416,2.15917113506932,3.08645004969504,2.98065009249996,4451.38616693203,763,5248.94502935351,6.98928381002257,1.10412175298314,0.893245688901696,80.078125,0.0187469018661295,close
4.46607142857143,14.9150970177072,14.2349900273543,0,186,19,18.7938417448373,11.9067996670481,18.7994316936061,13.7555725885591,9264.83168992064,424,20003.4234406408,8.47136004975234,2.20315864240965,0.404595089531591,39.0625,0.905825755232605,94.3056008700381,152.897741686149,120.382945038322,0,1303,93,4.66067029835822,2.85537604429596,4.6619375927602,3.18622796242911,3765.1875399548,494,5251.03654546027,9.85167889340099,1.17140335553024,0.754333413111125,52.734375,0.0474760385764963,pinch
329.372881355932,350.528974599673,119.974270520854,379,1926,288,33.3856944744158,24.9205169508087,33.3970171207776,38.1058538167413,32649.7779994958,597,36757.7625024428,3.82781063766971,3.16398618786487,0.888894180509495,121.09375,2.50663703802413,95.4749009247028,125.179852118806,80.9868558290506,102,1774,281,19.68443636957,14.5000736256544,19.6909389736199,21.1259508302773,16946.8941967841,540,21953.1114692407,4.03241889217965,2.50313562531116,0.729614312507174,52.734375,0.851050951759391,pinch
86.6465349740933,192.369603318945,171.765011960353,0,2988,124,13.8609757184896,9.04143722070513,13.8620980068579,11.7961763566493,31424.8940119569,1553,55839.9162750749,9.62574434504393,2.02265152516762,0.58633546700166,35.64453125,0.330637096380097,90.6633552315334,134.344791462528,99.1476379955004,56,6386,940,10.0841164466192,3.87538713506254,10.0849243875439,2.65846958081549,12496.3523014351,1362,24186.2911099253,47.4149672308477,1.11666410568312,0.484165542619234,42.96875,0.155280334539442,point
175.511422637591,190.869920583608,75.0332610184707,162,2002,309,23.689963526849,16.8242104903839,23.6961156574653,24.7602487931373,24696.9803869341,686,32403.4294044793,6.80319879240876,2.70672535080185,0.729616744845856,91.796875,1.21154053877108,109.724935732648,132.689329253284,74.6308261114581,101,2058,406,17.1131037483658,12.2975525371526,17.1174945773359,18.0742906477462,18175.4483503882,695,23918.7396847618,5.76838216002431,2.39028800767425,0.728012159319546,72.265625,0.631597865150489,close
264.682020260914,362.633711219047,247.89335465263,196,6473,1323,7.2080749207219,4.76436909268756,7.20833759932841,6.06681279885878,38346.1543066229,3527,65371.908320766,9.76664241327702,1.53440140095416,0.598589651834714,50.048828125,0.0882627033882839,186.368424753868,279.310621993451,208.048738795784,0,7832,1662,6.47288037532725,4.16439715157,6.47310797901911,5.06641193153973,44653.2227507218,4246,59217.7274953255,13.2058578613566,1.3886893889183,0.735833062468407,50.048828125,0.0688312838948742,close
